"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup"
1,80397603,"CabelloMud (1/100)",0,161.05,"(3B) Alex Rodriguez ,(OF) Mark Trumbo ,(OF) Jacoby Ellsbury ,(C) Buster Posey ,(2B) Dee Gordon ,(P) Collin McHugh ,(OF) Jake Marisnick ,(1B) Paul Goldschmidt ,(P) Rubby De La Rosa ,(SS) Adeiny Hechavarria "
2,81632173,"morecowbell59 (2/100)",0,157.95,"(3B) Alex Rodriguez ,(SS) Erick Aybar ,(OF) Andrew McCutchen ,(P) Chris Archer ,(P) Hector Santiago ,(C) Derek Norris ,(OF) Mike Trout ,(1B) Paul Goldschmidt ,(OF) Gregory Polanco ,(2B) Delino DeShields "
3,81600986,"rkess100 (1/100)",0,154.65,"(3B) Alex Rodriguez ,(P) A.J. Burnett ,(OF) Mark Trumbo ,(OF) David Peralta ,(C) Buster Posey ,(SS) Brandon Crawford ,(P) Collin McHugh ,(2B) Chris Owings ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
4,81636240,"storytme1133 (1/100)",0,152.00,"(3B) Alex Rodriguez ,(SS) Erick Aybar ,(OF) Andrew McCutchen ,(P) Chris Archer ,(C) Derek Norris ,(P) Collin McHugh ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte ,(OF) Gregory Polanco ,(2B) Delino DeShields "
5,81628930,"docgstine (1/100)",0,149.00,"(3B) Alex Rodriguez ,(C) Chris Stewart ,(OF) Andrew McCutchen ,(P) Chris Archer ,(OF) Carlos Peguero ,(2B) Dee Gordon ,(P) Collin McHugh ,(OF) Mike Trout ,(1B) Paul Goldschmidt ,(SS) Adeiny Hechavarria "
6,81623417,"fritzcovemafia (1/100)",0,148.00,"(3B) Alex Rodriguez ,(SS) Erick Aybar ,(OF) Andrew McCutchen ,(OF) Justin Maxwell ,(P) Chris Archer ,(C) Derek Norris ,(P) Collin McHugh ,(OF) Mike Trout ,(1B) Paul Goldschmidt ,(2B) Delino DeShields "
7,81621040,"Milo1051 (13/100)",0,147.05,"(P) A.J. Burnett ,(OF) Mark Trumbo ,(C) Tuffy Gosewisch ,(P) Chris Archer ,(OF) David Peralta ,(3B) Pedro Alvarez ,(SS) Didi Gregorius ,(2B) Chris Owings ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
7,81621041,"Milo1051 (14/100)",0,147.05,"(P) A.J. Burnett ,(OF) Mark Trumbo ,(C) Tuffy Gosewisch ,(P) Chris Archer ,(OF) David Peralta ,(3B) Pedro Alvarez ,(SS) Didi Gregorius ,(2B) Chris Owings ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
7,81621042,"Milo1051 (15/100)",0,147.05,"(P) A.J. Burnett ,(OF) Mark Trumbo ,(C) Tuffy Gosewisch ,(P) Chris Archer ,(OF) David Peralta ,(3B) Pedro Alvarez ,(SS) Didi Gregorius ,(2B) Chris Owings ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
7,81621043,"Milo1051 (16/100)",0,147.05,"(P) A.J. Burnett ,(OF) Mark Trumbo ,(C) Tuffy Gosewisch ,(P) Chris Archer ,(OF) David Peralta ,(3B) Pedro Alvarez ,(SS) Didi Gregorius ,(2B) Chris Owings ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
11,81619392,"RAiNxOVERxYOU (28/100)",0,144.00,"(OF) Mark Trumbo ,(C) Tuffy Gosewisch ,(3B) Chris Davis ,(P) Chris Archer ,(OF) David Peralta ,(P) Collin McHugh ,(SS) Didi Gregorius ,(2B) Chris Owings ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
12,81580182,"jbrzezi (1/100)",0,143.65,"(3B) Alex Rodriguez ,(P) A.J. Burnett ,(C) Brian McCann ,(2B) Neil Walker ,(OF) Andrew McCutchen ,(OF) Jacoby Ellsbury ,(OF) David Peralta ,(SS) Tim Beckham ,(1B) Pedro Alvarez ,(P) Collin McHugh "
13,81641218,"rankg9010 (9/100)",0,143.10,"(P) A.J. Burnett ,(C) Brian McCann ,(OF) David Peralta ,(OF) Jimmy Paredes ,(3B) Yangervis Solarte ,(SS) Brandon Crawford ,(2B) Jose Altuve ,(1B) Paul Goldschmidt ,(P) Rubby De La Rosa ,(OF) Yasmany Tomas "
14,81568649,"t1dolan (1/100)",0,143.00,"(3B) Alex Rodriguez ,(SS) Erick Aybar ,(OF) Andrew McCutchen ,(P) Chris Archer ,(C) Derek Norris ,(OF) Collin Cowgill ,(P) Collin McHugh ,(OF) Mike Trout ,(1B) Paul Goldschmidt ,(2B) Delino DeShields "
15,80461550,"xandamere (1/100)",0,142.00,"(3B) Alex Rodriguez ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Caleb Joseph ,(P) Collin McHugh ,(2B) Jose Altuve ,(OF) Wil Myers ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
15,81596295,"xandamere (2/100)",0,142.00,"(3B) Alex Rodriguez ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Caleb Joseph ,(P) Collin McHugh ,(2B) Jose Altuve ,(OF) Wil Myers ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
15,81596303,"xandamere (3/100)",0,142.00,"(3B) Alex Rodriguez ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Caleb Joseph ,(P) Collin McHugh ,(2B) Jose Altuve ,(OF) Wil Myers ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
15,81596307,"xandamere (4/100)",0,142.00,"(3B) Alex Rodriguez ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Caleb Joseph ,(P) Collin McHugh ,(2B) Jose Altuve ,(OF) Wil Myers ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
15,81596310,"xandamere (5/100)",0,142.00,"(3B) Alex Rodriguez ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Caleb Joseph ,(P) Collin McHugh ,(2B) Jose Altuve ,(OF) Wil Myers ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
15,81596316,"xandamere (6/100)",0,142.00,"(3B) Alex Rodriguez ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Caleb Joseph ,(P) Collin McHugh ,(2B) Jose Altuve ,(OF) Wil Myers ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
15,81596347,"xandamere (11/100)",0,142.00,"(3B) Alex Rodriguez ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Caleb Joseph ,(P) Collin McHugh ,(2B) Jose Altuve ,(OF) Wil Myers ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
15,81596351,"xandamere (13/100)",0,142.00,"(3B) Alex Rodriguez ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Caleb Joseph ,(P) Collin McHugh ,(2B) Jose Altuve ,(OF) Wil Myers ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
15,81596365,"xandamere (16/100)",0,142.00,"(3B) Alex Rodriguez ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Caleb Joseph ,(P) Collin McHugh ,(2B) Jose Altuve ,(OF) Wil Myers ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
15,81596378,"xandamere (19/100)",0,142.00,"(3B) Alex Rodriguez ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Caleb Joseph ,(P) Collin McHugh ,(2B) Jose Altuve ,(OF) Wil Myers ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
15,81596386,"xandamere (21/100)",0,142.00,"(3B) Alex Rodriguez ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Caleb Joseph ,(P) Collin McHugh ,(2B) Jose Altuve ,(OF) Wil Myers ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
15,81596393,"xandamere (23/100)",0,142.00,"(3B) Alex Rodriguez ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Caleb Joseph ,(P) Collin McHugh ,(2B) Jose Altuve ,(OF) Wil Myers ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
15,81596394,"xandamere (24/100)",0,142.00,"(3B) Alex Rodriguez ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Caleb Joseph ,(P) Collin McHugh ,(2B) Jose Altuve ,(OF) Wil Myers ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
15,81596397,"xandamere (25/100)",0,142.00,"(3B) Alex Rodriguez ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Caleb Joseph ,(P) Collin McHugh ,(2B) Jose Altuve ,(OF) Wil Myers ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
15,81596399,"xandamere (26/100)",0,142.00,"(3B) Alex Rodriguez ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Caleb Joseph ,(P) Collin McHugh ,(2B) Jose Altuve ,(OF) Wil Myers ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
15,81596407,"xandamere (29/100)",0,142.00,"(3B) Alex Rodriguez ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Caleb Joseph ,(P) Collin McHugh ,(2B) Jose Altuve ,(OF) Wil Myers ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
15,81596409,"xandamere (30/100)",0,142.00,"(3B) Alex Rodriguez ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Caleb Joseph ,(P) Collin McHugh ,(2B) Jose Altuve ,(OF) Wil Myers ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
15,81604476,"xandamere (7/100)",0,142.00,"(3B) Alex Rodriguez ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Caleb Joseph ,(P) Collin McHugh ,(2B) Jose Altuve ,(OF) Wil Myers ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
15,81604480,"xandamere (8/100)",0,142.00,"(3B) Alex Rodriguez ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Caleb Joseph ,(P) Collin McHugh ,(2B) Jose Altuve ,(OF) Wil Myers ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
15,81604484,"xandamere (9/100)",0,142.00,"(3B) Alex Rodriguez ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Caleb Joseph ,(P) Collin McHugh ,(2B) Jose Altuve ,(OF) Wil Myers ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
15,81604486,"xandamere (10/100)",0,142.00,"(3B) Alex Rodriguez ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Caleb Joseph ,(P) Collin McHugh ,(2B) Jose Altuve ,(OF) Wil Myers ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
15,81604508,"xandamere (12/100)",0,142.00,"(3B) Alex Rodriguez ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Caleb Joseph ,(P) Collin McHugh ,(2B) Jose Altuve ,(OF) Wil Myers ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
15,81604510,"xandamere (14/100)",0,142.00,"(3B) Alex Rodriguez ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Caleb Joseph ,(P) Collin McHugh ,(2B) Jose Altuve ,(OF) Wil Myers ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
15,81604520,"xandamere (15/100)",0,142.00,"(3B) Alex Rodriguez ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Caleb Joseph ,(P) Collin McHugh ,(2B) Jose Altuve ,(OF) Wil Myers ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
15,81604525,"xandamere (17/100)",0,142.00,"(3B) Alex Rodriguez ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Caleb Joseph ,(P) Collin McHugh ,(2B) Jose Altuve ,(OF) Wil Myers ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
15,81604527,"xandamere (18/100)",0,142.00,"(3B) Alex Rodriguez ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Caleb Joseph ,(P) Collin McHugh ,(2B) Jose Altuve ,(OF) Wil Myers ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
15,81604532,"xandamere (20/100)",0,142.00,"(3B) Alex Rodriguez ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Caleb Joseph ,(P) Collin McHugh ,(2B) Jose Altuve ,(OF) Wil Myers ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
15,81604541,"xandamere (22/100)",0,142.00,"(3B) Alex Rodriguez ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Caleb Joseph ,(P) Collin McHugh ,(2B) Jose Altuve ,(OF) Wil Myers ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
15,81604554,"xandamere (27/100)",0,142.00,"(3B) Alex Rodriguez ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Caleb Joseph ,(P) Collin McHugh ,(2B) Jose Altuve ,(OF) Wil Myers ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
15,81604558,"xandamere (28/100)",0,142.00,"(3B) Alex Rodriguez ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Caleb Joseph ,(P) Collin McHugh ,(2B) Jose Altuve ,(OF) Wil Myers ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
45,81650158,"anthony.holesworth (1/100)",0,141.95,"(OF) Mark Trumbo ,(OF) Jacoby Ellsbury ,(3B) Todd Frazier ,(SS) Brandon Crawford ,(2B) Dee Gordon ,(C) Caleb Joseph ,(P) Collin McHugh ,(P) Anthony DeSclafani ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
46,81568900,"NadoAlley (1/100)",0,141.45,"(3B) Alex Rodriguez ,(2B) Neil Walker ,(OF) Jacoby Ellsbury ,(P) Chris Archer ,(1B) Brandon Belt ,(C) Buster Posey ,(OF) Mike Trout ,(P) Rubby De La Rosa ,(OF) Kevin Kiermaier ,(SS) Matt Duffy "
47,81632350,"seekness (1/100)",0,141.00,"(OF) Jacoby Ellsbury ,(P) Hector Santiago ,(3B) Jimmy Paredes ,(SS) Tim Beckham ,(C) Buster Posey ,(2B) Jose Altuve ,(OF) Mike Trout ,(1B) Paul Goldschmidt ,(P) Rubby De La Rosa ,(OF) Kole Calhoun "
47,81640507,"seekness (2/100)",0,141.00,"(OF) Jacoby Ellsbury ,(P) Hector Santiago ,(3B) Jimmy Paredes ,(SS) Tim Beckham ,(C) Buster Posey ,(2B) Jose Altuve ,(OF) Mike Trout ,(1B) Paul Goldschmidt ,(P) Rubby De La Rosa ,(OF) Kole Calhoun "
49,81606984,"Devilball420 (1/100)",0,139.45,"(3B) Alex Rodriguez ,(OF) Angel Pagan ,(OF) Mark Trumbo ,(P) Chris Archer ,(OF) David Peralta ,(SS) Tim Beckham ,(2B) Jose Altuve ,(1B) Paul Goldschmidt ,(P) Rubby De La Rosa ,(C) Evan Gattis "
49,81658992,"Durs420 (1/100)",0,139.45,"(3B) Alex Rodriguez ,(OF) Angel Pagan ,(OF) Mark Trumbo ,(P) Chris Archer ,(OF) David Peralta ,(SS) Tim Beckham ,(2B) Jose Altuve ,(1B) Paul Goldschmidt ,(P) Rubby De La Rosa ,(C) Evan Gattis "
51,81570481,"deebarizo (35/100)",0,139.00,"(3B) Alex Rodriguez ,(1B) Mark Teixeira ,(OF) Mark Trumbo ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Derek Norris ,(2B) Dee Gordon ,(P) Collin McHugh ,(OF) Ender Inciarte "
52,81560161,"TeamLegacy (1/100)",0,138.05,"(P) A.J. Burnett ,(OF) Mark Trumbo ,(P) Chris Archer ,(OF) David Peralta ,(1B) Pedro Alvarez ,(C) Caleb Joseph ,(2B) Jose Altuve ,(SS) Jake Elmore ,(OF) Gregory Polanco ,(3B) Manny Machado "
53,81585845,"JaDog12 (1/100)",0,136.05,"(3B) Alex Rodriguez ,(P) A.J. Burnett ,(P) Chris Archer ,(OF) David Peralta ,(C) Buster Posey ,(1B) Paul Goldschmidt ,(OF) Gregory Polanco ,(OF) Kevin Kiermaier ,(2B) Joe Panik ,(SS) Matt Duffy "
54,81570480,"deebarizo (34/100)",0,136.00,"(3B) Alex Rodriguez ,(1B) Mark Teixeira ,(OF) Mark Trumbo ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Derek Norris ,(P) Collin McHugh ,(2B) Jose Altuve ,(OF) Ender Inciarte "
54,81603890,"cwicemvp12 (1/100)",0,136.00,"(3B) Alex Rodriguez ,(1B) Mark Teixeira ,(C) Brian McCann ,(2B) Neil Walker ,(OF) Mark Trumbo ,(P) Chris Archer ,(OF) David Peralta ,(SS) Brandon Crawford ,(P) Collin McHugh ,(OF) Ender Inciarte "
56,81659411,"Pelotero (1/100)",0,135.65,"(1B) Mark Teixeira ,(2B) Neil Walker ,(OF) Andrew McCutchen ,(OF) Brett Gardner ,(C) Derek Norris ,(3B) Pedro Alvarez ,(P) Collin McHugh ,(P) Nathan Eovaldi ,(SS) Didi Gregorius ,(OF) Gregory Polanco "
57,80427894,"tyler61520 (1/100)",0,135.10,"(P) A.J. Burnett ,(3B) Aaron Hill ,(OF) Mark Trumbo ,(SS) Elvis Andrus ,(C) Buster Posey ,(OF) Mike Trout ,(2B) Chris Owings ,(OF) Billy Hamilton ,(1B) Paul Goldschmidt ,(P) Rubby De La Rosa "
58,81597756,"LHutz (2/100)",0,135.00,"(3B) Alex Rodriguez ,(OF) Andrew McCutchen ,(P) Chris Archer ,(OF) Carlos Peguero ,(SS) Marwin Gonzalez ,(2B) Dee Gordon ,(P) Collin McHugh ,(1B) Paul Goldschmidt ,(OF) Gregory Polanco ,(C) J.T. Realmuto "
58,81607732,"Floman2 (1/100)",0,135.00,"(3B) Alex Rodriguez ,(C) Tuffy Gosewisch ,(OF) Jacoby Ellsbury ,(P) Chris Archer ,(1B) Brandon Belt ,(SS) Marwin Gonzalez ,(P) Collin McHugh ,(2B) Jose Altuve ,(OF) Mike Trout ,(OF) Kevin Kiermaier "
60,81625211,"Andrade21 (4/100)",0,134.60,"(3B) Alex Rodriguez ,(OF) Andrew McCutchen ,(SS) Brandon Crawford ,(2B) Dee Gordon ,(P) Collin McHugh ,(1B) Paul Goldschmidt ,(OF) Starling Marte ,(C) Evan Gattis ,(P) Nick Martinez ,(OF) Yasmany Tomas "
61,81627279,"KovuNuts (1/100)",0,132.45,"(1B) Mark Teixeira ,(OF) Adam Jones ,(OF) Mark Trumbo ,(P) Chris Archer ,(OF) David Peralta ,(3B) Todd Frazier ,(SS) Tim Beckham ,(C) Buster Posey ,(2B) Jose Altuve ,(P) Rubby De La Rosa "
62,81570439,"deebarizo (19/100)",0,132.05,"(3B) Alex Rodriguez ,(P) A.J. Burnett ,(C) Brian McCann ,(1B) Mark Trumbo ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(2B) Dee Gordon ,(OF) Ender Inciarte ,(OF) Kevin Kiermaier "
62,81603209,"LennyKGB (1/100)",0,132.05,"(3B) Alex Rodriguez ,(P) A.J. Burnett ,(1B) Mark Teixeira ,(C) Brian McCann ,(OF) Brett Gardner ,(P) Chris Archer ,(OF) David Peralta ,(2B) Jose Altuve ,(SS) Jake Elmore ,(OF) Kevin Kiermaier "
64,81635689,"SouthpawShawn (1/100)",0,132.00,"(3B) Alex Rodriguez ,(2B) Martin Prado ,(OF) Mark Trumbo ,(P) Chris Archer ,(OF) David Peralta ,(P) Collin McHugh ,(SS) Alexi Amarista ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte ,(C) Evan Gattis "
65,81623727,"Grievous (1/100)",0,131.25,"(3B) Alex Rodriguez ,(P) Dan Haren ,(OF) Mark Trumbo ,(SS) Stephen Drew ,(OF) Chris Carter ,(C) Derek Norris ,(P) Collin McHugh ,(2B) Jose Altuve ,(1B) Paul Goldschmidt ,(OF) Evan Gattis "
66,81579370,"dubdale (1/100)",0,130.60,"(2B) Brandon Phillips ,(P) Dan Haren ,(OF) Jacoby Ellsbury ,(3B) Todd Frazier ,(OF) Giancarlo Stanton ,(C) Caleb Joseph ,(P) Anthony DeSclafani ,(OF) Mike Trout ,(1B) Paul Goldschmidt ,(SS) Adeiny Hechavarria "
67,80450504,"Ruby4321 (2/100)",0,130.20,"(3B) Alex Rodriguez ,(P) Dan Haren ,(OF) Mark Trumbo ,(OF) Jacoby Ellsbury ,(1B) Chris Davis ,(P) Hector Santiago ,(C) Buster Posey ,(2B) Dee Gordon ,(OF) Mike Trout ,(SS) Adeiny Hechavarria "
67,80467476,"Ruby4321 (3/100)",0,130.20,"(3B) Alex Rodriguez ,(P) Dan Haren ,(OF) Mark Trumbo ,(OF) Jacoby Ellsbury ,(1B) Chris Davis ,(P) Hector Santiago ,(C) Buster Posey ,(2B) Dee Gordon ,(OF) Mike Trout ,(SS) Adeiny Hechavarria "
69,81579452,"deebarizo (1/100)",0,130.05,"(3B) Alex Rodriguez ,(P) A.J. Burnett ,(1B) Mark Teixeira ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Derek Norris ,(2B) Dee Gordon ,(OF) Ender Inciarte ,(OF) Kevin Kiermaier "
70,80480836,"Barnard67418 (1/100)",0,129.05,"(3B) Alex Rodriguez ,(P) A.J. Burnett ,(1B) Mark Teixeira ,(C) Brian McCann ,(OF) Mark Trumbo ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(2B) Chris Owings ,(OF) Kole Calhoun "
70,81570435,"deebarizo (18/100)",0,129.05,"(3B) Alex Rodriguez ,(P) A.J. Burnett ,(C) Brian McCann ,(1B) Mark Trumbo ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(2B) Jose Altuve ,(OF) Ender Inciarte ,(OF) Kevin Kiermaier "
70,81636332,"Bobstar30 (1/100)",0,129.05,"(3B) Alex Rodriguez ,(P) A.J. Burnett ,(C) Brian McCann ,(OF) Mark Trumbo ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(2B) Yangervis Solarte ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
70,81636431,"Bobstar30 (2/100)",0,129.05,"(3B) Alex Rodriguez ,(P) A.J. Burnett ,(C) Brian McCann ,(OF) Mark Trumbo ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(2B) Yangervis Solarte ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
70,81643688,"Bobstar30 (3/100)",0,129.05,"(3B) Alex Rodriguez ,(P) A.J. Burnett ,(C) Brian McCann ,(OF) Mark Trumbo ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(2B) Yangervis Solarte ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
70,81657306,"Bobstar30 (4/100)",0,129.05,"(3B) Alex Rodriguez ,(P) A.J. Burnett ,(C) Brian McCann ,(OF) Mark Trumbo ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(2B) Yangervis Solarte ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
76,81585937,"JesusLean (1/100)",0,128.65,"(3B) Alex Rodriguez ,(P) Dan Haren ,(OF) Matt Kemp ,(OF) Mark Trumbo ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Derek Norris ,(2B) Yangervis Solarte ,(1B) Paul Goldschmidt "
77,81601659,"goodoz47 (1/100)",0,128.00,"(3B) Alex Rodriguez ,(OF) David DeJesus ,(SS) Erick Aybar ,(C) Bobby Wilson ,(P) Chris Archer ,(OF) Jimmy Paredes ,(2B) Dee Gordon ,(P) Collin McHugh ,(OF) Mike Trout ,(1B) Paul Goldschmidt "
78,81621101,"Bobdog430 (1/100)",0,127.20,"(P) Dan Haren ,(OF) Adam Jones ,(OF) Kyle Blanks ,(SS) Elvis Andrus ,(P) Hector Santiago ,(3B) Todd Frazier ,(OF) Giancarlo Stanton ,(C) Derek Norris ,(2B) Dee Gordon ,(1B) Paul Goldschmidt "
79,81570475,"deebarizo (32/100)",0,127.05,"(3B) Alex Rodriguez ,(P) A.J. Burnett ,(1B) Mark Teixeira ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(C) Derek Norris ,(2B) Jose Altuve ,(OF) Ender Inciarte ,(OF) Kevin Kiermaier "
79,81623470,"Hammerbeck (1/100)",0,127.05,"(3B) Alex Rodriguez ,(P) A.J. Burnett ,(1B) Mark Trumbo ,(OF) Brett Gardner ,(P) Chris Archer ,(OF) David Peralta ,(C) Buster Posey ,(SS) Alexi Amarista ,(2B) Chris Owings ,(OF) Ender Inciarte "
79,81647819,"jnarris (1/100)",0,127.05,"(3B) Alex Rodriguez ,(P) A.J. Burnett ,(1B) Mark Teixeira ,(OF) Angel Pagan ,(C) Brian McCann ,(2B) Neil Walker ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(OF) Kevin Kiermaier "
82,80453580,"venicebeachhockey (1/100)",0,127.00,"(1B) Mark Trumbo ,(OF) Nori Aoki ,(P) Chris Archer ,(3B) Todd Frazier ,(OF) Giancarlo Stanton ,(SS) Brandon Crawford ,(2B) Dee Gordon ,(C) Caleb Joseph ,(P) Collin McHugh ,(OF) Ender Inciarte "
83,81562608,"jd2424 (1/100)",0,126.05,"(P) A.J. Burnett ,(OF) Mark Trumbo ,(OF) Justin Upton ,(P) Chris Archer ,(3B) Logan Forsythe ,(C) Caleb Joseph ,(2B) Jose Altuve ,(SS) Jake Elmore ,(1B) Paul Goldschmidt ,(OF) Ender Inciarte "
83,81585352,"jpremetz (1/100)",0,126.05,"(3B) Alex Rodriguez ,(P) A.J. Burnett ,(OF) Mark Trumbo ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(2B) Yangervis Solarte ,(OF) Wil Myers ,(1B) Paul Goldschmidt ,(C) J.T. Realmuto "
85,81570387,"deebarizo (2/100)",0,125.05,"(3B) Alex Rodriguez ,(P) A.J. Burnett ,(1B) Mark Teixeira ,(C) Brian McCann ,(OF) Mark Trumbo ,(P) Chris Archer ,(OF) David Peralta ,(2B) Yangervis Solarte ,(SS) Brandon Crawford ,(OF) Kevin Kiermaier "
85,81570464,"deebarizo (29/100)",0,125.05,"(3B) Alex Rodriguez ,(P) A.J. Burnett ,(C) Brian McCann ,(1B) Mark Trumbo ,(SS) Stephen Drew ,(OF) Jacoby Ellsbury ,(P) Chris Archer ,(OF) David Peralta ,(2B) Yangervis Solarte ,(OF) Kevin Kiermaier "
85,81579621,"deebarizo (11/100)",0,125.05,"(3B) Alex Rodriguez ,(P) A.J. Burnett ,(1B) Mark Teixeira ,(C) Brian McCann ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(2B) Dee Gordon ,(OF) Ender Inciarte ,(OF) Kevin Kiermaier "
85,81579622,"deebarizo (12/100)",0,125.05,"(3B) Alex Rodriguez ,(P) A.J. Burnett ,(1B) Mark Teixeira ,(C) Brian McCann ,(SS) Stephen Drew ,(P) Chris Archer ,(OF) David Peralta ,(2B) Dee Gordon ,(OF) Ender Inciarte ,(OF) Kevin Kiermaier "
